LakeID,FIN,County,WATER,Alternate_Name,Lake_Proj_Code_Ref::LAKE_PROJ_CODE,Beaches,PWS,Waterbody_Classification,WaterClassPartNo,Dam Class,M_BAS_NAME,BASIN_NAME,M_BASIN_ID,BasinSub,ACRES,SHORELINE_,AREA,LEN,P#,PWLID,_8_Digit_HUC,DATE_ADDED,Waterbody_Type,Chla_PWS
0801HIN0605,ONT-19-57-4-2-P605,Lewis,Hinchings Pond,,,No,No,C,805-563,,Black River Basin,Black River,8,801,15.10 ,0.60 ,61122 ,986.51 ,605,0801-0322,,,Lake,10
0801PAR0600,ONT-19-P600,Lewis,Parsons Pond,,,No,No,C,805-557,,Black River Basin,Black River,8,801,8.20 ,0.50 ,33349 ,807.26 ,600,0801-0322,,,Lake,10
0801CHA0597,ONT-19-57-4-P597,Lewis,Chase Lake,,64,No,No,A,805-554,A,Black River Basin,Black River,8,801,112.00 ,4.40 ,453049 ,7079.48 ,597,0801-0321,,,Lake,6
0801CRY0595,ONT-19-45-P595,Lewis,Crystal Lake,,,No,No,C,805-533,,Black River Basin,Black River,8,801,74.10 ,1.50 ,300028 ,2490.47 ,595,0801-0316,,,Lake,10
0801SNI0429,ONT-19-40-12-P429,Lewis,Snider Pond,,,No,No,C,805-178,,Black River Basin,Black River,8,801,16.50 ,0.70 ,66604 ,1135.47 ,429,0801-0287,,,Lake,10
0801MEI0420,ONT-19-P420,Lewis,Meister Pond,,,No,No,C,805-168,,Black River Basin,Black River,8,801,6.00 ,0.40 ,24475 ,589.42 ,420,0801-0286,,,Lake,10
0801WEN0417,ONT-19-P417,Lewis,West Pond North,,,No,No,CTS,805-152,,Black River Basin,Black River,8,801,7.10 ,0.90 ,28577 ,1401.53 ,417,0801-0284,,,Lake,10
0801WES0416,ONT-19-P416,Lewis,West Pond South,,,No,No,CT,805-161,,Black River Basin,Black River,8,801,16.70 ,1.20 ,67623 ,1923.86 ,416,0801-0284,,,Lake,10
0801ELM0425,ONT-19-40-P425,Lewis,Elmer Falls Pond,,,No,No,CT,805-172,,Black River Basin,Black River,8,801,21.40 ,1.90 ,86459 ,3089.50 ,425,0801-0276,,,Lake,10
0801TAY0424,ONT-19-40-P424,Lewis,Taylorville Pond,,,No,No,CT,805-172,,Black River Basin,Black River,8,801,109.40 ,5.10 ,442832 ,8154.91 ,424,0801-0276,,,Lake,10
0801HIG0418,ONT-19-40-P418,Lewis,High Falls Pond,,,No,No,CT,805-163,,Black River Basin,Black River,8,801,149.30 ,7.40 ,604091 ,11963.81 ,418,0801-0274,,,Lake,10
0801SEA0402,ONT-19-31-P402,Lewis,Sears Pond,,,No,No,CT,805-91,,Black River Basin,Black River,8,801,75.20 ,2.50 ,304128 ,4087.49 ,402,0801-0268,,,Lake,10
0801CLE0619,ONT-19-P619,Lewis,Cleveland Lake,,,No,No,C(T),805-578,,Black River Basin,Black River,8,801,10.40 ,0.60 ,41993 ,960.45 ,619,0801-0193,,,Lake,10
0801HAL0625,ONT-19-P625,Lewis,Halfmoon Lake,,,No,No,C,805-587,,Black River Basin,Black River,8,801,17.70 ,1.10 ,71751 ,1839.28 ,625,0801-0193,,,Lake,10
0801PAY0620,ONT-19-P620,Lewis,Payne Lake,,,No,No,C,805-579,,Black River Basin,Black River,8,801,17.70 ,0.90 ,71831 ,1439.52 ,620,0801-0193,,,Lake,10
0801FRA0451,ONT-19-40-P449-2-P450-2-P451,Lewis,Francis Lake,,,No,No,C,805-222,,Black River Basin,Black River,8,801,139.70 ,5.20 ,565543 ,8290.96 ,451,0801-0192,,,Lake,10
0801BRA0689,ONT-19-70-4-P689,Lewis,Brantingham Lake,,175,No,No,A,805-757,A,Black River Basin,Black River,8,801,327.40 ,7.40 ,1324982 ,11922.07 ,689,0801-0176,,,Lake,6
0801UWB0431,ONT-19-40-P434-2-P431,Lewis,Unnamed Water,,,No,No,C,805-186,,Black River Basin,Black River,8,801,95.10 ,4.20 ,384674 ,6727.56 ,431,0801-0173,,,Lake,10
0801SOF0434,ONT-19-40-P434,Lewis,Soft Maple Reservoir,,,Yes,No,C,805-186,,Black River Basin,Black River,8,801,330.60 ,12.70 ,1337832 ,20395.94 ,434,0801-0173,,,Lake,10
0801EFF0426,ONT-19-40-P426,Lewis,Effley Falls Pond,,124,No,No,CT,805-173,A,Black River Basin,Black River,8,801,305.20 ,7.00 ,1235227 ,11236.08 ,426,0801-0172,,,Lake,10
0801CRO0441,ONT-19-P441,Lewis,Crooked Lake,,,No,No,CT,805-202,,Black River Basin,Black River,8,801,47.10 ,2.60 ,190774 ,4146.69 ,441,0801-0144,,,Lake,10
0801MCC0442,ONT-19-P442,Lewis,Mccabe Pond,,,No,No,C,805-203,,Black River Basin,Black River,8,801,3.00 ,0.40 ,12033 ,564.06 ,442,0801-0144,,,Lake,10
0801BAR0905,ONT-19-P905,Lewis,Barnes Lake,,,No,No,C,805-1232,,Black River Basin,Black River,8,801,9.60 ,0.50 ,38951 ,835.61 ,905,0801-0134,,,Lake,10
0801BIL0630,ONT-19-57-7-P630,Lewis,Bills Pond,,,No,No,C,805-598,,Black River Basin,Black River,8,801,18.00 ,0.80 ,73026 ,1237.55 ,630,0801-0127,,,Lake,10
0801TRO0628,ONT-19-57-7-7-P628,Lewis,Trout Pond,,,No,No,CT,805-596,,Black River Basin,Black River,8,801,3.80 ,0.30 ,15419 ,539.09 ,628,0801-0127,,,Lake,10
0801PAN0632,ONT-19-57-9-2-P632,Lewis,Panther Pond,,,No,No,CT,805-605,,Black River Basin,Black River,8,801,12.30 ,1.00 ,49954 ,1638.23 ,632,0801-0075,,,Lake,10
0801LOS0702,ONT-19-81-7-1-P701-1-2-P702,Lewis,Lost Lake,,,No,No,CT,805-810,,Black River Basin,Black River,8,801,8.10 ,0.80 ,32668 ,1345.60 ,702,0801-0072,,,Lake,10
0801LPI0708,ONT-19-81-7-1-P701-2-P708,Lewis,Little Pine Lake,,,No,No,CT,805-822,,Black River Basin,Black River,8,801,12.40 ,0.70 ,50069 ,1191.61 ,708,0801-0072,,,Lake,10
0801SAN0436,ONT-19-40-15-4-P436,Lewis,Sand Pond,,,No,No,CT,805-189,,Black River Basin,Black River,8,801,86.10 ,2.30 ,348561 ,3739.43 ,436,0801-0055,,,Lake,10
0703BLO0079,ONT-66-11-P26-24-14-14-1-P79,Lewis,Bloodsucker Lake,,,No,No,CT,899-113,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,8.26 ,0.47 ,33442 ,757.47 ,79,0703-0076,,,Lake,10
0703MUD0077,ONT-66-11-P26-24-14-9-8-P77,Lewis,Mud Lake,,,No,No,CT,899-113,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,11.48 ,0.65 ,46446 ,1040.54 ,77,0703-0074,,,Lake,10
0303UWB0023A,ONT-P23A,Lewis,Unnamed Water,,,No,No,C,847-355,,Lake Ontario & Minor Tribs.,Lake Ontario Eastern Section,3,303,1.51 ,0.28 ,6119 ,444.71 ,23,,,,Lake,10
0303UWB0024A,ONT-53-36-2-P24A,Lewis,Unnamed Water,,,No,No,CT,847-352,,Lake Ontario & Minor Tribs.,Lake Ontario Eastern Section,3,303,0.68 ,0.15 ,2735 ,238.08 ,24,,,,Lake,10
0303UWB0024B,ONT-53-40-1A-P24B,Lewis,Unnamed Water,,,No,No,C,847-358,,Lake Ontario & Minor Tribs.,Lake Ontario Eastern Section,3,303,0.42 ,0.10 ,1715 ,165.44 ,24,,,,Lake,10
0303UWB0024C,ONT-53-40-P24C,Lewis,Unnamed Water,,,No,No,C,847-358,,Lake Ontario & Minor Tribs.,Lake Ontario Eastern Section,3,303,0.68 ,0.13 ,2759 ,205.02 ,24,,,,Lake,10
0303UWB0024E,ONT-53-42-P24E,Lewis,Unnamed Water,,,No,No,CT,847-361,,Lake Ontario & Minor Tribs.,Lake Ontario Eastern Section,3,303,5.25 ,0.65 ,21230 ,1048.55 ,24,,,,Lake,10
0303UWB1037A,ONT-P1037A,Lewis,Unnamed Water,,,No,No,C,847-117,,Lake Ontario & Minor Tribs.,Lake Ontario Eastern Section,3,303,0.39 ,0.12 ,1578 ,190.76 ,1037,,,,Lake,10
0303UWB5033,ONT-P5033,Lewis,Unnamed Water,,,No,No,,,,Lake Ontario & Minor Tribs.,Lake Ontario Eastern Section,3,303,1.15 ,0.31 ,4671 ,500.14 ,5033,,,,Lake,
0303UWB5034,ONT-44-16-8-5-P5034,Lewis,Unnamed Water,,,No,No,C,847-117,,Lake Ontario & Minor Tribs.,Lake Ontario Eastern Section,3,303,0.74 ,0.21 ,3013 ,338.21 ,5034,,,,Lake,10
0303UWB5035,ONT-45-17-3-P5035,Lewis,Unnamed Water,,,No,No,,,,Lake Ontario & Minor Tribs.,Lake Ontario Eastern Section,3,303,0.77 ,0.19 ,3131 ,302.12 ,5035,,,,Lake,
0303UWB5039,ONT-44-16-8-P5039,Lewis,Unnamed Water,,,No,No,C,847-117,,Lake Ontario & Minor Tribs.,Lake Ontario Eastern Section,3,303,1.64 ,0.36 ,6631 ,581.96 ,5039,,,,Lake,10
0303UWB5055,ONT-45-P5055,Lewis,Unnamed Water,,,No,No,C,847-176,,Lake Ontario & Minor Tribs.,Lake Ontario Eastern Section,3,303,18.58 ,1.47 ,75198 ,2370.29 ,5055,,,,Lake,10
0303UWB5063,ONT-53-16-10-13-P5063,Lewis,Unnamed Water,,,No,No,CT,847-306,,Lake Ontario & Minor Tribs.,Lake Ontario Eastern Section,3,303,5.85 ,0.75 ,23682 ,1205.62 ,5063,,,,Lake,10
0303UWB5069,ONT-53-16-3-7-P5069,Lewis,Unnamed Water,,,No,No,CT,847-285,,Lake Ontario & Minor Tribs.,Lake Ontario Eastern Section,3,303,3.91 ,0.55 ,15806 ,884.67 ,5069,,,,Lake,10
0303UWB5070,ONT-53-16-3-7-P5070,Lewis,Unnamed Water,,,No,No,CT,847-285,,Lake Ontario & Minor Tribs.,Lake Ontario Eastern Section,3,303,1.02 ,0.19 ,4138 ,299.44 ,5070,,,,Lake,10
0303UWB5105,ONT-53-16-10-13-P5105,Lewis,Unnamed Water,,,No,No,CT,847-301,,Lake Ontario & Minor Tribs.,Lake Ontario Eastern Section,3,303,1.14 ,0.20 ,4603 ,317.48 ,5105,,,,Lake,10
0703UWB0081,ONT-66-11-P26-24-14-29-P81,Lewis,Page Pond,Unnamed Water,,No,No,CT,899-113,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,19.64 ,1.18 ,79487 ,1898.31 ,81,,,,Lake,10
0703UWB0081A,ONT-66-11-P26-24-14-31-P81A,Lewis,Unnamed Water,,,No,No,CT,899-113,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,3.66 ,0.48 ,14793 ,770.92 ,81,,,,Lake,10
0703UWB0082,ONT-66-P82,Lewis,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,0.50 ,0.10 ,2016 ,164.20 ,82,,,,Lake,
0703UWB0082A,ONT-66-11-P26-24-14-32-1-1-P82A,Lewis,Unnamed Water,,,No,No,CT,899-113,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,2.72 ,0.27 ,11025 ,440.84 ,82,,,,Lake,10
0703UWB0084,ONT-66-11-P26-24-14-33-P84,Lewis,Unnamed Water,,,No,No,CT,899-113,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,2.56 ,0.36 ,10368 ,584.77 ,84,,,,Lake,10
0703UWB0084A,ONT-66-11-P26-24-14-36-P84A,Lewis,Unnamed Water,,,No,No,CT,899-113,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,4.54 ,0.55 ,18366 ,888.66 ,84,,,,Lake,10
0703UWB0085,ONT-66-11-P26-24-14-P85,Lewis,Unnamed Water,,,No,No,CT,899-113,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,4.44 ,0.62 ,17984 ,998.77 ,85,,,,Lake,10
0703UWB0085B,ONT-66-11-P26-24-14-51-P85B,Lewis,Unnamed Water,,,No,No,CT,899-113,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,8.26 ,0.91 ,33410 ,1471.15 ,85,,,,Lake,10
0703UWB5267,ONT-66-11-P26-24-14-17-4-P5267,Lewis,Unnamed Water,,,No,No,CT,899-113,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,0.70 ,0.19 ,2813 ,301.07 ,5267,,,,Lake,10
0703UWB5268,ONT-66-11-P26-24-14-28-1-P5268,Lewis,Unnamed Water,,,No,No,CT,899-113,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,1.91 ,0.27 ,7723 ,430.84 ,5268,,,,Lake,10
0703UWB5269,ONT-66-11-P26-24-14-28-3-P5269,Lewis,Unnamed Water,,,No,No,CT,899-113,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,1.28 ,0.27 ,5198 ,429.42 ,5269,,,,Lake,10
0703UWB5272,ONT-66-P5272,Lewis,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,0.98 ,0.15 ,3959 ,238.59 ,5272,,,,Lake,
0703UWB5273,ONT-66-11-P26-24-14-29-6-P5273,Lewis,Unnamed Water,,,No,No,CT,899-113,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,1.85 ,0.26 ,7495 ,422.49 ,5273,,,,Lake,10
0703UWB5274,ONT-66-11-P26-24-14-36-P5274,Lewis,Unnamed Water,,,No,No,CT,899-113,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,1.00 ,0.24 ,4049 ,387.45 ,5274,,,,Lake,10
0703UWB5278,ONT-66-11-P26-24-14-17-1B-P5278,Lewis,Unnamed Water,,,No,No,CT,899-113,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,1.59 ,0.26 ,6438 ,425.27 ,5278,,,,Lake,10
0703UWB5279,ONT-66-11-P26-24-14-18A-P5279,Lewis,Unnamed Water,,,No,No,CT,899-113,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,0.81 ,0.19 ,3262 ,304.93 ,5279,,,,Lake,10
0703UWB5281,ONT-66-11-P26-24-14-9-P5281,Lewis,Unnamed Water,,,No,No,CT,899-113,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,4.42 ,0.43 ,17877 ,684.26 ,5281,,,,Lake,10
0703UWB5282,ONT-66-11-P26-24-14-9-19-P5282,Lewis,Unnamed Water,,,No,No,CT,899-113,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,0.89 ,0.17 ,3594 ,275.19 ,5282,,,,Lake,10
0703UWB5283,ONT-66-11-P26-24-14-29-5-9-P5283,Lewis,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,0.78 ,0.21 ,3167 ,344.58 ,5283,,,,Lake,
0703UWB5284,ONT-66-11-P26-24-14-29-5-9-P5284,Lewis,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,2.27 ,0.32 ,9182 ,517.60 ,5284,,,,Lake,
0703UWB5285,ONT-66-11-P26-24-14-29-5-9-P5285,Lewis,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,1.96 ,0.27 ,7936 ,429.99 ,5285,,,,Lake,
0703UWB5306,ONT-66-11-P26-24-14-29-5-11-P5306,Lewis,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,1.75 ,0.32 ,7085 ,516.15 ,5306,,,,Lake,
0703UWB5307,ONT-66-11-P26-24-14-29-5-P5307,Lewis,Unnamed Water,,,No,No,CT,899-113,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,4.67 ,0.62 ,18881 ,1003.05 ,5307,,,,Lake,10
0703UWB5998,ONT-66-11-P26-24-14-P5998,Lewis,Unnamed Water,,,No,No,CT,899-113,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,26.27 ,0.96 ,106321 ,1543.16 ,5998,,,,Lake,10
0703UWB6008,ONT-66-11-P26-24-14-4-7-P6008,Lewis,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Oneida River,7,703,4.42 ,0.54 ,17893 ,870.27 ,6008,,,,Lake,
0801ALE0655,ONT-19-58-P655,Lewis,Alexander Pond,,,No,No,CT,805-663,,Black River Basin,Black River,8,801,2.90 ,0.50 ,11625 ,847.60 ,655,,,,Lake,10
0801BEA0624,ONT-19-57-7-P624,Lewis,Beach Millpond,,,Yes,No,CT,805-586,,Black River Basin,Black River,8,801,3.20 ,0.40 ,12967 ,678.03 ,624,,,,Lake,10
0801BEA5185,ONT-19-40-P449-4-P5185,Lewis,Beaver Meadow Brook Pond,,,No,No,C,805-227,,Black River Basin,Black River,8,801,33.20 ,1.70 ,134232 ,2762.50 ,5185,,,,Lake,10
0801BEL0423,ONT-19-40-P423,Lewis,Belfort Pond,Belford Pond,,No,No,CT,805-170,,Black River Basin,Black River,8,801,38.30 ,2.80 ,154824 ,4472.73 ,423,,,,Lake,10
0801UWB0405,ONT-19-40-P405,Lewis,Unnamed Water,,,No,No,C,805-114.1,,Black River Basin,Black River,8,801,3.00 ,0.50 ,12015 ,752.00 ,405,,,,Lake,10
0801UWB0407,ONT-19-40-3-3-3-P407,Lewis,Unnamed Water,,,No,No,C,805-132.1,,Black River Basin,Black River,8,801,0.50 ,0.10 ,2181 ,202.96 ,407,,,,Lake,10
0801UWB0409,ONT-19-P409,Lewis,Unnamed Water,,,No,No,C,805-141,,Black River Basin,Black River,8,801,1.90 ,0.20 ,7692 ,332.74 ,409,,,,Lake,10
0801UWB0415,ONT-19-40-7-P415,Lewis,Unnamed Water,,,No,No,CT,805-161,,Black River Basin,Black River,8,801,1.30 ,0.20 ,5350 ,369.92 ,415,,,,Lake,10
0801UWB0419,ONT-19-P419,Lewis,Unnamed Water,,,No,No,CT,805-167,,Black River Basin,Black River,8,801,7.10 ,0.50 ,28846 ,818.93 ,419,,,,Lake,10
0801UWB0421,ONT-19-40-10-P421,Lewis,Unnamed Water,,,No,No,CT,805-169,,Black River Basin,Black River,8,801,4.90 ,0.80 ,19915 ,1264.85 ,421,,,,Lake,10
0801UWB0427,ONT-19-P427,Lewis,Unnamed Water,,,No,No,C(T),805-174,,Black River Basin,Black River,8,801,1.90 ,0.20 ,7771 ,396.10 ,427,,,,Lake,10
0801UWB0428,ONT-19-P428,Lewis,Unnamed Water,,,No,No,C(T),805-175,,Black River Basin,Black River,8,801,2.40 ,0.40 ,9619 ,612.85 ,428,,,,Lake,10
0801UWB0435,ONT-19-P435,Lewis,Unnamed Water,,,No,No,C,805-186,,Black River Basin,Black River,8,801,1.40 ,0.20 ,5665 ,271.84 ,435,,,,Lake,10
0801UWB0437,ONT-19-P437,Lewis,Unnamed Water,,,No,No,CT,805-192,,Black River Basin,Black River,8,801,6.70 ,0.60 ,27138 ,899.07 ,437,,,,Lake,10
0801UWB0453,ONT-19-40-P449-2-P450-2-P451-P453,Lewis,Unnamed Water,,,No,No,C,805-220,,Black River Basin,Black River,8,801,0.70 ,0.10 ,2937 ,202.17 ,453,,,,Lake,10
0801UWB0591,ONT-19-45-4-P591,Lewis,Unnamed Water,,,No,No,C,805-520,,Black River Basin,Black River,8,801,0.50 ,0.10 ,2002 ,190.25 ,591,,,,Lake,10
0801UWB0592,ONT-19-45-5-P592,Lewis,Unnamed Water,,,No,No,CT,805-521,,Black River Basin,Black River,8,801,5.40 ,0.60 ,21966 ,989.99 ,592,,,,Lake,10
0801UWB0593,ONT-19-45-5-P593,Lewis,Unnamed Water,,,No,No,CT,805-521,,Black River Basin,Black River,8,801,1.70 ,0.20 ,6806 ,358.93 ,593,,,,Lake,10
0801UWB0596,ONT-19-57-1-P596,Lewis,Unnamed Water,,,No,No,CTS,805-549.1,,Black River Basin,Black River,8,801,2.60 ,0.30 ,10711 ,531.79 ,596,,,,Lake,10
0801UWB0599,ONT-19-P599,Lewis,Little Parsons Pond,,,No,No,C,805-556,,Black River Basin,Black River,8,801,0.50 ,0.10 ,2039 ,191.38 ,599,,,,Lake,10
0801UWB0607,ONT-19-P607,Lewis,Unnamed Water,"Cork Pond
Cork Pond",,No,No,C,805-566,,Black River Basin,Black River,8,801,3.50 ,0.30 ,14285 ,553.63 ,607,,,,Lake,10
0801UWB0609,ONT-19-P609,Lewis,Unnamed Water,,,No,No,C,805-568,,Black River Basin,Black River,8,801,0.40 ,0.10 ,1749 ,179.75 ,609,,,,Lake,10
0801UWB0611,ONT-19-P611,Lewis,Unnamed Water,,,No,No,,,,Black River Basin,Black River,8,801,1.80 ,0.20 ,7361 ,337.24 ,611,,,,Lake,
0801UWB0612,ONT-19-P612,Lewis,Unnamed Water,,,No,No,C,805-570,,Black River Basin,Black River,8,801,1.10 ,0.20 ,4356 ,254.50 ,612,,,,Lake,10
0801UWB0652,ONT-19-58-5-P652,Lewis,Unnamed Water,,,No,No,C,805-654,,Black River Basin,Black River,8,801,0.20 ,0.10 ,766 ,119.75 ,652,,,,Lake,10
0801UWB0653,ONT-19-53-1-P653,Lewis,Unnamed Water,,,No,No,C,805-655,,Black River Basin,Black River,8,801,0.10 ,0.10 ,603 ,108.11 ,653,,,,Lake,10
0801UWB0658,ONT-19-P658,Lewis,Unnamed Water,,,No,No,C(T),805-680,,Black River Basin,Black River,8,801,3.40 ,0.30 ,13951 ,474.57 ,658,,,,Lake,10
0801UWB0659,ONT-19-P659,Lewis,Unnamed Water,,,No,No,C(T),805-680,,Black River Basin,Black River,8,801,3.90 ,0.30 ,15656 ,478.46 ,659,,,,Lake,10
0801UWB0660,ONT-19-P660,Lewis,Unnamed Water,,,No,No,C,805-681,,Black River Basin,Black River,8,801,0.80 ,0.20 ,3272 ,270.33 ,660,,,,Lake,10
0801UWB0665,ONT-19-P665,Lewis,Unnamed Water,,,No,No,CT,805-691,,Black River Basin,Black River,8,801,0.20 ,0.10 ,732 ,98.90 ,665,,,,Lake,10
0801UWB0668,ONT-19-60-6-P668,Lewis,Unnamed Water,,,No,No,CT,805-689,,Black River Basin,Black River,8,801,1.10 ,0.30 ,4550 ,410.29 ,668,,,,Lake,10
0801UWB0670,ONT-19-P670,Lewis,Unnamed Water,,,No,No,C,805-697,,Black River Basin,Black River,8,801,0.20 ,0.10 ,897 ,110.30 ,670,,,,Lake,10
0801UWB0671,ONT-19-P671,Lewis,Unnamed Water,,,No,No,CT,805-699,,Black River Basin,Black River,8,801,0.80 ,0.20 ,3422 ,254.60 ,671,,,,Lake,10
0801UWB0672,ONT-19-P672,Lewis,Unnamed Water,,,No,No,C,805-701,,Black River Basin,Black River,8,801,1.00 ,0.20 ,4111 ,270.12 ,672,,,,Lake,10
0801UWB0685,ONT-19-P685,Lewis,Unnamed Water,,,No,No,C(T),805-750,,Black River Basin,Black River,8,801,1.80 ,0.20 ,7125 ,303.63 ,685,,,,Lake,10
0801UWB0686,ONT-19-P686,Lewis,Unnamed Water,,,No,No,C,805-753,,Black River Basin,Black River,8,801,2.80 ,0.30 ,11326 ,427.14 ,686,,,,Lake,10
0801UWB0688,ONT-19-P688,Lewis,Unnamed Water,,,No,No,C,805-756,,Black River Basin,Black River,8,801,3.40 ,0.30 ,13828 ,441.68 ,688,,,,Lake,10
0801UWB0691,ONT-19-P691,Lewis,Unnamed Water,,,No,No,C,805-760,,Black River Basin,Black River,8,801,5.00 ,0.40 ,20334 ,573.83 ,691,,,,Lake,10
0801UWB0692,ONT-19-P692,Lewis,Long Lake,"Unnamed Water, Long Pond, Brantingham Pond",,No,No,C,805-761,,Black River Basin,Black River,8,801,6.00 ,0.40 ,24146 ,687.94 ,692,,,,Lake,10
0801UWB0693,ONT-19-P693,Lewis,Unnamed Water,Dyer Pond,,No,No,C,805-762,,Black River Basin,Black River,8,801,3.50 ,0.30 ,14306 ,467.33 ,693,,,,Lake,10
0801UWB0695,ONT-19-80-P695,Lewis,Unnamed Water,,,No,No,C,805-782,,Black River Basin,Black River,8,801,1.20 ,0.20 ,4795 ,318.51 ,695,,,,Lake,10
0801UWB0696,ONT-19-81-2-P696,Lewis,Unnamed Water,,,No,No,CT,805-787,,Black River Basin,Black River,8,801,1.40 ,0.20 ,5835 ,373.39 ,696,,,,Lake,10
0801UWB0697,ONT-19-81-7-A-P697,Lewis,Unnamed Water,,,No,No,CT,805-792,,Black River Basin,Black River,8,801,6.00 ,0.40 ,24177 ,674.17 ,697,,,,Lake,10
0801UWB0698,ONT-19-P698,Lewis,Unnamed Water,,,No,No,C,805-796,,Black River Basin,Black River,8,801,1.30 ,0.30 ,5419 ,545.49 ,698,,,,Lake,10
0801UWB0711,ONT-19-P711,Lewis,Unnamed Water,,,No,No,C,805-831,,Black River Basin,Black River,8,801,0.20 ,0.10 ,860 ,121.53 ,711,,,,Lake,10
0801UWB0903,ONT-19-83-P903,Lewis,Unnamed Water,,,No,No,CT,805-1216,,Black River Basin,Black River,8,801,4.00 ,0.50 ,16145 ,807.17 ,903,,,,Lake,10
0801UWB0911,ONT-19-91-2-P911,Lewis,Unnamed Water,,,No,No,CT,805-1267,,Black River Basin,Black River,8,801,1.70 ,0.20 ,6729 ,334.55 ,911,,,,Lake,10
0801UWB0912,ONT-19-91-10-1-P912,Lewis,Unnamed Water,,,No,No,CT,805-1285,,Black River Basin,Black River,8,801,0.20 ,0.10 ,736 ,104.02 ,912,,,,Lake,10
0801UWB5008,ONT-19-P5008,Lewis,Unnamed Water,,,No,No,,,,Black River Basin,Black River,8,801,1.00 ,0.10 ,4075 ,237.90 ,5008,,,,Lake,
0801UWB5009,ONT-19-P5009,Lewis,Unnamed Water,,,No,No,,,,Black River Basin,Black River,8,801,1.70 ,0.30 ,6907 ,445.52 ,5009,,,,Lake,
0801UWB5011,ONT-19-51-4-5-1-P5011,Lewis,Unnamed Water,,,No,No,,,,Black River Basin,Black River,8,801,5.00 ,0.40 ,20053 ,588.04 ,5011,,,,Lake,
0801UWB5012,ONT-19-P5012,Lewis,Unnamed Water,,,No,No,,,,Black River Basin,Black River,8,801,0.70 ,0.10 ,2799 ,216.25 ,5012,,,,Lake,
0801UWB5017,ONT-19-31-28-2-P5017,Lewis,Unnamed Water,,,No,No,CT,805-84,,Black River Basin,Black River,8,801,5.10 ,0.70 ,20781 ,1195.48 ,5017,,,,Lake,10
0801UWB5018,ONT-19-31-16-P5018,Lewis,Unnamed Water,,,No,No,C,805-52,,Black River Basin,Black River,8,801,0.60 ,0.20 ,2339 ,370.65 ,5018,,,,Lake,10
0801UWB5019,ONT-19-57-1-P5019,Lewis,Unnamed Water,,,No,No,CT,805-549.2,,Black River Basin,Black River,8,801,1.90 ,0.30 ,7668 ,414.80 ,5019,,,,Lake,10
0801UWB5020,ONT-19-P5020,Lewis,Unnamed Water,,,No,No,,,,Black River Basin,Black River,8,801,1.70 ,0.20 ,6707 ,385.82 ,5020,,,,Lake,
0801UWB5021,ONT-19-57-4-P5021,Lewis,Unnamed Water,,,No,No,CT,805-553,,Black River Basin,Black River,8,801,2.90 ,0.50 ,11925 ,789.03 ,5021,,,,Lake,10
0801UWB5022,ONT-19-57-4-P5022,Lewis,Unnamed Water,,,No,No,CT,805-553,,Black River Basin,Black River,8,801,0.90 ,0.30 ,3617 ,494.66 ,5022,,,,Lake,10
0801UWB5023,ONT-19-60-5-4-P5023,Lewis,Unnamed Water,,,No,No,,,,Black River Basin,Black River,8,801,1.90 ,0.30 ,7689 ,527.21 ,5023,,,,Lake,
0801UWB5024,ONT-19-57-5-P614-1-P5024,Lewis,Unnamed Water,,,No,No,,,,Black River Basin,Black River,8,801,1.00 ,0.20 ,4013 ,249.66 ,5024,,,,Lake,
0801UWB5026,ONT-19-57-5-P5026,Lewis,Unnamed Water,,,No,No,CT,805-565,,Black River Basin,Black River,8,801,1.50 ,0.40 ,5907 ,648.81 ,5026,,,,Lake,10
